,New Path,Orig Path,Vertices,CenterOfMass,Means,Scaling,AverageSize,DiagonalSize,Bounds,Position,Cells,Class,Type,Eigenvalue,Eigenvectors,Prev Eigenvalue,Prev Eigenvectors
2378,../normshapes\Truck\D00987.obj,../shapes\Truck\D00987.obj,13228,[-2.29438041e-08  4.28902355e-09 -3.63356087e-09],[-9.2325467e-07  1.3099233e-07  1.0232100e-07],[1. 1. 1.],3.2589025,11.946969515542659,[-4.033413   6.7746663 -1.5239217  1.5440956 -1.3387756  2.7235858],[0. 0. 0.],78354,Truck,Triangle,[10.63527608  0.70383259  0.96665792],"[[ 9.99823916e-01 -1.87643126e-02  1.94680818e-04]
 [-1.55384540e-04 -1.86526483e-02 -9.99826012e-01]
 [-1.87646792e-02 -9.99649928e-01  1.86522796e-02]]",[10.63527629  0.9666579   0.7038326 ],"[[ 0.00594471  0.99992793  0.0104301 ]
 [ 0.99994758 -0.00603112  0.00827373]
 [-0.00833604 -0.01038037  0.99991138]]"
2379,../normshapes\Truck\m1570.obj,../shapes\Truck\m1570.obj,1445,[ 1.29345882e-10 -5.16497557e-10 -4.83063162e-09],[ 8.1260314e-09 -1.2632473e-09 -1.7633900e-08],[1. 1. 1.],0.27878854,1.0656551653968953,[-0.23138738  0.15041536 -0.10011351  0.11665162 -0.61401266  0.35699737],[0. 0. 0.],3111,Truck,Triangle,[0.08259869 0.00687147 0.00411207],"[[ 0.09696202  0.9933235  -0.0625043 ]
 [ 0.01303043  0.06152789  0.9980203 ]
 [-0.99520278  0.09758452  0.00697756]]",[0.08259869 0.00411207 0.00687147],"[[ 0.00965468 -0.99725484 -0.07341367]
 [ 0.0237308  -0.07316791  0.99703726]
 [ 0.99967176  0.01136824 -0.02295925]]"
2380,../normshapes\Truck\m1571.obj,../shapes\Truck\m1571.obj,12792,[ 6.11447202e-10 -1.20652577e-09 -1.23456149e-09],[-1.0298133e-07 -5.1160420e-08 -8.9681294e-09],[1. 1. 1.],0.29337528,1.1168440264116455,[-0.28668585  0.12048196 -0.5131284   0.4598917  -0.19247805  0.17465527],[0. 0. 0.],23350,Truck,Triangle,[0.08302126 0.00498761 0.00857682],"[[ 0.13137259  0.99019653 -0.04745608]
 [ 0.98506429 -0.12501715  0.11840208]
 [-0.1113085   0.06230208  0.99183107]]",[0.08302126 0.00857682 0.00498761],"[[ 0.01648441 -0.99930504 -0.03343204]
 [-0.09790202  0.03166274 -0.99469225]
 [-0.99505953 -0.01966998  0.09731204]]"
2381,../normshapes\Truck\m1572.obj,../shapes\Truck\m1572.obj,9614,[-4.75045524e-10  1.35349991e-09 -6.86879460e-10],[-4.2367718e-09  1.3314019e-07 -1.8295756e-08],[1. 1. 1.],0.29489592,1.056764585895651,[-0.20301926  0.13803849 -0.40670595  0.572179   -0.11667124  0.08879234],[0. 0. 0.],18340,Truck,Triangle,[0.10302628 0.00204665 0.0033358 ],"[[ 0.22548296  0.95982628 -0.16700585]
 [ 0.97227166 -0.21078413  0.10128115]
 [-0.06201013  0.18521223  0.98074012]]",[0.10302628 0.0033358  0.00204665],"[[ 0.00537596 -0.98590736 -0.1672058 ]
 [-0.05938261  0.16659839 -0.98423508]
 [-0.99822082 -0.01522033  0.05765012]]"
2382,../normshapes\Truck\m1573.obj,../shapes\Truck\m1573.obj,1461,[ 2.67591892e-09  2.25533707e-09 -1.64441622e-09],[ 7.1114542e-08 -2.2081461e-09 -3.9685432e-08],[1. 1. 1.],0.23298597,1.0974173027985556,[-0.20233488  0.7800031  -0.12968138  0.13459747 -0.26109362  0.15060237],[0. 0. 0.],2788,Truck,Triangle,[0.06395789 0.00458879 0.00762582],"[[ 0.92309057  0.38439595 -0.0119816 ]
 [ 0.01245875  0.00124901  0.99992161]
 [-0.38438079  0.92316748  0.00363615]]",[0.00762582 0.00458879 0.06395788],"[[-9.97981224e-01 -6.35095908e-02  8.74112193e-05]
 [-6.22923902e-02  9.78584264e-01 -1.96195046e-01]
 [-1.23747278e-02  1.95804417e-01  9.80564886e-01]]"
2383,../normshapes\Truck\m1574.obj,../shapes\Truck\m1574.obj,3780,[-1.86263360e-09 -1.19606349e-09  5.82590546e-10],[ 2.326631e-08  1.877231e-08 -1.024849e-08],[1. 1. 1.],0.2961025,1.1694752859616353,[-0.4932597   0.46225426 -0.20261522  0.21749713 -0.3785908   0.14882854],[0. 0. 0.],7402,Truck,Triangle,[0.06976067 0.02418006 0.00617101],"[[ 0.9988625  -0.04762801 -0.00229885]
 [-0.04763246 -0.99886309 -0.00191985]
 [ 0.0022048  -0.00202717  0.99999551]]",[0.02418006 0.00617101 0.06976068],"[[ 0.99526306 -0.0951558  -0.01992012]
 [-0.09318173 -0.99212843  0.08365616]
 [ 0.02772369  0.08140369  0.99629556]]"
2384,../normshapes\Truck\m1575.obj,../shapes\Truck\m1575.obj,47209,[ 5.96347916e-10 -1.22533112e-09  2.01241002e-09],[-9.408053e-08 -1.516245e-07 -7.779275e-08],[1. 1. 1.],0.35683423,1.174175316570229,[-0.31667548  0.14419593 -0.5160034   0.4590489  -0.2391276   0.22515501],[0. 0. 0.],92176,Truck,Triangle,[0.11386333 0.00774459 0.01504745],"[[ 0.12401371 -0.99207504  0.0201919 ]
 [-0.98306141 -0.12006867  0.13846943]
 [ 0.13494765  0.03702199  0.99016085]]",[0.11386333 0.01504745 0.00774459],"[[ 0.00365436 -0.99986193  0.01621002]
 [ 0.14009646  0.01656216  0.98999933]
 [ 0.99013112  0.00134685 -0.14013764]]"
2385,../normshapes\Truck\m1576.obj,../shapes\Truck\m1576.obj,3519,[-8.54307835e-10  8.95988615e-10 -1.14627553e-09],[ 2.1673800e-07 -8.4689748e-11  1.3922994e-08],[1. 1. 1.],0.324234,1.0587547050311812,[-0.46539688  0.4808864  -0.14720823  0.14654419 -0.1832562   0.1898644 ],[0. 0. 0.],7038,Truck,Triangle,[0.10097972 0.00886792 0.0067158 ],"[[-9.99999828e-01 -5.86766733e-04 -1.44048517e-06]
 [-5.86766757e-04  9.99999828e-01  1.67187323e-05]
 [-1.43067493e-06 -1.67195746e-05  1.00000000e+00]]",[0.10097972 0.0067158  0.00886792],"[[ 9.98377809e-01  5.69347265e-02 -4.32689381e-04]
 [ 5.69361622e-02 -9.98365889e-01  4.88112445e-03]
 [ 1.54076833e-04  4.89784201e-03  9.99987994e-01]]"
2386,../normshapes\TruckNonContainer\D00055.obj,../shapes\TruckNonContainer\D00055.obj,7636,[-3.69037885e-09  1.19621927e-08 -2.37059389e-09],[4.4411550e-07 4.3290644e-08 1.8648697e-07],[1. 1. 1.],2.095357,7.577948934815034,[-3.006647   2.907454  -1.3564568  1.3475065 -2.723234   1.1674346],[0. 0. 0.],45843,TruckNonContainer,Triangle,[3.45772011 0.75618019 0.53793593],"[[ 9.98543744e-01  5.38830969e-02  2.64617664e-03]
 [ 5.39479391e-02 -9.97248005e-01 -5.08530878e-02]
 [ 1.01227487e-04 -5.09217885e-02  9.98702639e-01]]",[0.75618018 0.53793593 3.45772013],"[[ 9.98722756e-01 -5.04092688e-02  3.42948225e-03]
 [ 5.13233956e-04 -5.77508803e-02 -9.98330893e-01]
 [-5.05231860e-02 -9.97057542e-01  5.76512466e-02]]"
2387,../normshapes\TruckNonContainer\D00143.obj,../shapes\TruckNonContainer\D00143.obj,3622,[ 1.89087956e-08 -7.46606260e-10  1.17189603e-08],[2.0506992e-07 4.6805773e-08 8.5687851e-08],[1. 1. 1.],1.511285,5.964825603619145,[-2.1713827   2.2774572  -2.3026297   0.87379533 -1.2341247   1.152775  ],[0. 0. 0.],30261,TruckNonContainer,Triangle,[1.62372966 0.44760234 0.40033481],"[[-9.74498806e-01 -1.56688815e-01  1.60625938e-01]
 [-1.58746176e-01  9.87319427e-01  2.46039254e-05]
 [ 1.58592964e-01  2.54747770e-02  9.87015353e-01]]",[1.62372965 0.44760234 0.40033481],"[[ 9.87192708e-01 -1.59528447e-01  1.10984354e-03]
 [-7.92441040e-04 -1.18603120e-02 -9.99929350e-01]
 [-1.59530339e-01 -9.87122083e-01  1.18348304e-02]]"
2388,../normshapes\TruckNonContainer\D00148.obj,../shapes\TruckNonContainer\D00148.obj,2448,[ 1.51808576e-08 -3.42207784e-09  2.02656819e-09],[-3.3454569e-07 -5.5635873e-08  1.4196277e-07],[1. 1. 1.],1.5509938,5.563931198798137,[-3.261844    1.3015772  -1.007049    1.1475483  -0.95582145  1.387302  ],[0. 0. 0.],14064,TruckNonContainer,Triangle,[1.89466861 0.21570804 0.61410894],"[[ 0.97447018  0.22451481  0.00098436]
 [ 0.05096745 -0.21694182 -0.9748531 ]
 [ 0.21865541 -0.95001545  0.22284628]]",[1.89466855 0.61410894 0.21570804],"[[ 0.00806118 -0.9999615   0.00346758]
 [-0.97365244 -0.0070587   0.22792783]
 [ 0.22789458  0.00521358  0.97367185]]"
2389,../normshapes\TruckNonContainer\D00215.obj,../shapes\TruckNonContainer\D00215.obj,4409,[9.91287159e-07 7.71656413e-08 5.42673574e-07],[-1.6244259e-05 -1.1109257e-06 -9.6697693e-07],[1. 1. 1.],167.0201,559.463551596022,[-210.88483   278.6049    -90.98453    98.01602   -85.682144  108.42627 ],[0. 0. 0.],23541,TruckNonContainer,Triangle,[26349.969696    2046.54314502  3684.02068225],"[[ 9.92955158e-01 -1.18490225e-01  3.47650932e-04]
 [-1.36791365e-02 -1.17545369e-01 -9.92973296e-01]
 [-1.17698494e-01 -9.85973201e-01  1.18338125e-01]]",[26349.97030593  3684.0206934   2046.54310222],"[[ 0.00111925  0.99999487  0.00300054]
 [ 0.99330559 -0.00145835  0.11550702]
 [-0.1155108  -0.00285117  0.99330213]]"
2390,../normshapes\TruckNonContainer\D00252.obj,../shapes\TruckNonContainer\D00252.obj,2288,[ 3.95974913e-08  4.44429738e-08 -1.54424950e-08],[-1.6203710e-07  6.5471323e-07  1.9798746e-08],[1. 1. 1.],7.011223,23.476127366249496,[-11.171548    8.139585   -3.8521264   3.9807184  -3.3609862   7.448975 ],[0. 0. 0.],13668,TruckNonContainer,Triangle,[35.86474136  5.85073378 10.01411457],"[[-9.69416716e-01 -2.45420478e-01  1.42915426e-04]
 [-8.07271463e-03  3.24694172e-02  9.99440127e-01]
 [ 2.45287715e-01 -9.68872812e-01  3.34576053e-02]]",[35.86474097 10.01411468  5.85073408],"[[ 0.95687308 -0.26483685  0.11939579]
 [-0.26084072 -0.96417651 -0.0482262 ]
 [-0.12789069 -0.01500307  0.99167478]]"
2391,../normshapes\TruckNonContainer\D00266.obj,../shapes\TruckNonContainer\D00266.obj,6898,[-3.73371514e-08  1.11236713e-08  4.10986759e-09],[1.6258640e-07 1.9063085e-08 2.6017625e-08],[1. 1. 1.],1.8976121,6.809834202812516,[-2.9028983   2.927996   -1.2401454   1.2738528  -0.78700787  1.6735457 ],[0. 0. 0.],39423,TruckNonContainer,Triangle,[3.17524825 0.14429054 0.54784322],"[[ 0.99306415 -0.11748253  0.00463131]
 [-0.00887877 -0.11421283 -0.99341663]
 [-0.11723805 -0.98648532  0.11446377]]",[3.17524829 0.54784322 0.14429053],"[[ 0.02450778  0.99886577  0.04082343]
 [ 0.99673482 -0.02755737  0.07589657]
 [-0.07693547 -0.03883007  0.99627966]]"
2392,../normshapes\TruckNonContainer\D00267.obj,../shapes\TruckNonContainer\D00267.obj,6035,[ 1.88552158e-07  3.34621809e-08 -3.82434845e-08],[-1.1201999e-05 -3.3975141e-07 -6.3604625e-07],[1. 1. 1.],44.122925,173.58691510637968,[-66.232735  74.22746  -32.05418   36.94337  -58.91168   16.206137],[0. 0. 0.],36387,TruckNonContainer,Triangle,[1688.39282153  139.84300388  386.85518416],"[[ 9.91054604e-01  9.40772716e-02 -9.46585393e-02]
 [ 9.41667739e-02  9.66295208e-03  9.95509541e-01]
 [-9.45695024e-02  9.95518003e-01 -7.17559986e-04]]",[1688.39280011  139.84300092  386.85519344],"[[ 9.94740693e-01  1.02149138e-01  7.51715425e-03]
 [ 7.61378084e-03 -5.56073470e-04 -9.99970860e-01]
 [ 1.02141981e-01 -9.94768940e-01  1.33089006e-03]]"
2393,../normshapes\TruckNonContainer\D00275.obj,../shapes\TruckNonContainer\D00275.obj,5510,[-1.49033247e-07  2.70419033e-08 -1.81659666e-09],[-6.7073074e-06  2.0510056e-07 -1.3041625e-07],[1. 1. 1.],9.844866,31.26139912233826,[-12.56105    15.51473    -4.3339744   4.934072   -2.1833684   7.9718723],[0. 0. 0.],32640,TruckNonContainer,Triangle,[90.70311541  2.99245892 10.42510511],"[[ 9.96202393e-01  6.19927605e-02  6.11366423e-02]
 [ 6.10117804e-02  3.90688289e-03 -9.98129400e-01]
 [ 6.21156505e-02 -9.98068952e-01 -1.09757397e-04]]",[90.70311636  2.99245902 10.42510511],"[[ 0.99798661 -0.0633839   0.00227985]
 [-0.00127067  0.01595754  0.99987186]
 [ 0.06341216  0.99786163 -0.01584488]]"
2394,../normshapes\TruckNonContainer\D00283.obj,../shapes\TruckNonContainer\D00283.obj,6979,[4.18277643e-10 1.75740108e-10 2.39565225e-10],[ 9.8113810e-09 -3.8485948e-09 -1.7018889e-08],[1. 1. 1.],0.05906467,0.26750721377930803,[-0.10658557  0.07584949 -0.08285078  0.06580186 -0.08111765  0.04608278],[0. 0. 0.],34398,TruckNonContainer,Triangle,[0.00289888 0.0005772  0.00050607],"[[ 0.83348804  0.47642574  0.27985033]
 [ 0.55083201 -0.75622097 -0.35314861]
 [-0.0433796  -0.44849566  0.89273168]]",[0.0005772  0.00050607 0.00289888],"[[ 0.82101131 -0.5709057  -0.0026672 ]
 [-0.14132982 -0.19871355 -0.9698138 ]
 [-0.55314222 -0.79660505  0.24383207]]"
2395,../normshapes\TruckNonContainer\D00353.obj,../shapes\TruckNonContainer\D00353.obj,11914,[ 1.57634104e-08 -9.18894697e-09 -1.03628587e-08],[-5.1489927e-08 -1.5937663e-06  4.3209116e-07],[1. 1. 1.],2.542924,10.574188149536205,[-2.8224247  3.4310675 -3.433807   3.9410052 -1.9575348  2.322586 ],[0. 0. 0.],72831,TruckNonContainer,Triangle,[5.93244749 0.68553055 0.6601021 ],"[[-0.60268709  0.61999679 -0.50236665]
 [ 0.77351425  0.29922151 -0.55869688]
 [ 0.19607136  0.72530716  0.65991329]]",[5.93244734 0.6601021  0.68553055],"[[-0.00530218  0.77860825  0.62748792]
 [ 0.96997495 -0.14857163  0.19254885]
 [-0.24314703 -0.60966849  0.75444274]]"
2396,../normshapes\TruckNonContainer\D00553.obj,../shapes\TruckNonContainer\D00553.obj,7248,[-4.68222970e-08 -1.01532535e-08  4.63963564e-09],[-9.5795053e-07 -3.2766107e-07  7.6535389e-07],[1. 1. 1.],4.131522,16.357934617869713,[-5.2529917  8.752933  -2.5239272  2.5155456 -3.1316302  3.6521616],[0. 0. 0.],42048,TruckNonContainer,Triangle,[13.98008328  1.68851709  3.77342373],"[[-9.61245603e-01 -2.75693420e-01 -1.70995129e-04]
 [-1.86859351e-04  3.12760600e-05  9.99999982e-01]
 [ 2.75693410e-01 -9.61245617e-01  8.15798688e-05]]",[ 3.77342364 13.98008364  1.68851704],"[[-9.99999078e-01 -3.17016114e-04 -1.32018499e-03]
 [-4.97702090e-04  9.90263922e-01  1.39201712e-01]
 [-1.26320238e-03 -1.39202241e-01  9.90263167e-01]]"
2397,../normshapes\TruckNonContainer\D00572.obj,../shapes\TruckNonContainer\D00572.obj,4657,[-2.54045317e-08 -4.34536375e-09  1.50555921e-09],[-6.8973463e-08  2.8106463e-08  9.6184003e-09],[1. 1. 1.],2.0804145,10.075808577713419,[-3.1611412  6.1383786 -1.4006177  1.366366  -1.5713879  1.1460844],[0. 0. 0.],33006,TruckNonContainer,Triangle,[4.42031222 0.28702175 0.53211092],"[[ 0.99439338  0.10337954  0.02223685]
 [ 0.02477407 -0.02332372 -0.99942096]
 [ 0.10280103 -0.99436848  0.02575409]]",[0.53211092 0.28702175 4.42031239],"[[-9.99694719e-01  2.47074270e-02  1.04831295e-04]
 [ 1.16716375e-03  5.14622486e-02 -9.98674259e-01]
 [ 2.46800662e-02  9.98369260e-01  5.14753758e-02]]"
2398,../normshapes\TruckNonContainer\D00608.obj,../shapes\TruckNonContainer\D00608.obj,7112,[ 7.36991486e-09 -6.67288999e-09  1.50745729e-09],[-1.7754004e-07 -1.2117042e-07  7.0742800e-08],[1. 1. 1.],1.809358,5.849464712470588,[-2.8166335   2.1955373  -1.0246559   1.0320686  -0.91502064  1.2904874 ],[0. 0. 0.],39882,TruckNonContainer,Triangle,[2.77981693 0.239444   0.47513766],"[[ 9.99703087e-01  2.43598485e-02  5.80133913e-04]
 [ 1.17179023e-03 -2.42809325e-02 -9.99704488e-01]
 [ 2.43385636e-02 -9.99408342e-01  2.43022678e-02]]",[2.77981695 0.47513766 0.23944401],"[[ 0.00294107 -0.99971307  0.02377249]
 [-0.99883698 -0.00179277  0.04818174]
 [ 0.0481253   0.02388655  0.99855565]]"
2399,../normshapes\TruckNonContainer\D00619.obj,../shapes\TruckNonContainer\D00619.obj,5231,[-5.63318587e-07 -8.38119102e-08  1.20128681e-07],[-2.5290326e-05  3.7373971e-07  2.7623921e-06],[1. 1. 1.],146.97684,567.5157456592716,[-213.15074  277.87338  -80.44268   80.48988  -56.49404  178.17627],[0. 0. 0.],31575,TruckNonContainer,Triangle,[21589.87096252  2348.40309679  1922.11337029],"[[-9.96870440e-01 -5.67225934e-02 -5.50624425e-02]
 [-5.66374520e-02  9.98389977e-01 -3.10678193e-03]
 [-5.51500154e-02 -2.15373704e-05  9.98478080e-01]]",[21589.87138674  1922.11332795  2348.4031293 ],"[[ 9.98456010e-01 -5.55356592e-02 -1.17763506e-03]
 [-3.86250006e-04 -2.81408784e-02  9.99603892e-01]
 [ 5.55468008e-02  9.98060059e-01  2.81188798e-02]]"
2400,../normshapes\TruckNonContainer\D00699.obj,../shapes\TruckNonContainer\D00699.obj,5071,[-3.41825321e-08  8.80486430e-09  1.98537151e-09],[ 1.8547847e-07  7.7815736e-07 -5.2026238e-08],[1. 1. 1.],1.8658433,6.462145281105777,[-3.086898    2.4657257  -1.1539701   1.173928   -0.54551953  1.8015172 ],[0. 0. 0.],34131,TruckNonContainer,Triangle,[2.80347119 0.10106132 0.71507225],"[[-9.99882892e-01 -1.53036311e-02 -1.53092344e-05]
 [-2.15569606e-04  1.50847764e-02 -9.99886195e-01]
 [-1.53021204e-02  9.99769098e-01  1.50863089e-02]]",[2.80347116 0.71507225 0.10106132],"[[ 1.42950685e-02 -9.99897205e-01 -1.10965772e-03]
 [-9.99797069e-01 -1.43093731e-02  1.41796801e-02]
 [ 1.41941010e-02 -9.06733036e-04  9.99898848e-01]]"
2401,../normshapes\TruckNonContainer\D00731.obj,../shapes\TruckNonContainer\D00731.obj,4918,[ 2.81737388e-08 -6.81126685e-09  2.57676604e-09],[ 2.2019056e-07 -3.4553242e-08 -2.5146088e-08],[1. 1. 1.],2.5334613,8.914930718688117,[-4.3149924  3.5385728 -1.330672   1.3907732 -0.8884107  2.3351338],[0. 0. 0.],37590,TruckNonContainer,Triangle,[5.94743167 0.29663732 0.8146438 ],"[[ 9.99092680e-01 -4.25791785e-02 -9.10896983e-04]
 [-2.71822122e-03 -4.24075998e-02 -9.99096695e-01]
 [-4.25020876e-02 -9.98192671e-01  4.24848621e-02]]",[5.94743161 0.8146438  0.29663732],"[[ 0.00290357  0.99976835 -0.02132619]
 [ 0.99795297 -0.00153452  0.06393361]
 [-0.06388607  0.02146817  0.99772626]]"
2402,../normshapes\TruckNonContainer\D00737.obj,../shapes\TruckNonContainer\D00737.obj,2578,[-6.04364770e-07 -6.04501686e-07  4.55690572e-08],[-1.4885902e-06  8.9078657e-07 -4.8456864e-06],[1. 1. 1.],95.45736,360.4551087447434,[-125.3148   167.91928  -70.22906   75.14223  -57.69591   93.3301 ],[0. 0. 0.],13452,TruckNonContainer,Triangle,[7375.89282161 1745.37760789  998.14806994],"[[ 9.99757284e-01  2.20256960e-02 -4.90907957e-04]
 [ 2.20311512e-02 -9.99482548e-01  2.34363830e-02]
 [-2.55487116e-05  2.34415099e-02  9.99725210e-01]]",[1745.3776077   998.14804273 7375.89273644],"[[ 9.99765979e-01  2.16277992e-02  4.74478037e-04]
 [-1.81418262e-03  6.19662047e-02  9.98076599e-01]
 [-2.15567987e-02  9.97843889e-01 -6.19909401e-02]]"
2403,../normshapes\TruckNonContainer\D00783.obj,../shapes\TruckNonContainer\D00783.obj,5246,[-2.68569215e-08  1.67518120e-08  4.77278409e-10],[-1.5741034e-06  1.2282239e-07 -2.7069780e-09],[1. 1. 1.],2.482116,9.057620123923881,[-3.3038692  4.6098785 -1.6122268  1.7383473 -0.7235588  2.1376877],[0. 0. 0.],30654,TruckNonContainer,Triangle,[5.88279942 0.21601448 1.08442351],"[[ 9.95292068e-01  6.87474177e-02  6.83190442e-02]
 [ 6.81357693e-02  5.01000064e-03 -9.97663479e-01]
 [ 6.89290664e-02 -9.97621518e-01 -3.02255699e-04]]",[5.88279934 0.21601449 1.08442351],"[[ 0.99732137 -0.0729916   0.00472288]
 [-0.00407213  0.00906168  0.99995065]
 [ 0.07303079  0.99729139 -0.00874018]]"
2404,../normshapes\TruckNonContainer\D00879.obj,../shapes\TruckNonContainer\D00879.obj,4278,[2.22977521e-08 4.48419411e-08 7.23061809e-09],[-7.2634629e-07 -2.1233632e-08 -1.2372352e-07],[1. 1. 1.],2.8538446,10.61429987766585,[-3.936048   4.288747  -2.36224    2.7005138 -1.0560976  3.346702 ],[0. 0. 0.],25308,TruckNonContainer,Triangle,[5.71773992 0.53345913 2.55665781],"[[ 0.9833331   0.13058497  0.12650527]
 [ 0.12491185  0.02035517 -0.99195902]
 [ 0.13210998 -0.99122814 -0.0037043 ]]",[5.71773991 0.53345911 2.55665781],"[[ 0.98710665 -0.15685944  0.03186805]
 [-0.02495881  0.04582214  0.99863777]
 [ 0.15810602  0.98655737 -0.04131632]]"
2405,../normshapes\TruckNonContainer\D00943.obj,../shapes\TruckNonContainer\D00943.obj,8852,[-1.50997985e-09  8.12588185e-09  4.78018579e-10],[2.8145891e-07 1.1140183e-07 3.9669377e-08],[1. 1. 1.],1.5752519,5.1804181786733565,[-1.871701    2.541113   -0.7816661   0.79501164 -0.6812495   1.5273453 ],[0. 0. 0.],45708,TruckNonContainer,Triangle,[2.30427735 0.30180535 0.10898976],"[[-9.99956002e-01 -9.38012436e-03 -9.01539280e-05]
 [-9.38055482e-03  9.99902131e-01  1.03794434e-02]
 [ 7.21536532e-06 -1.03798324e-02  9.99946128e-01]]",[0.30180535 0.10898976 2.30427732],"[[ 9.99957960e-01  9.16472665e-03  2.92063462e-04]
 [-1.21516224e-03  1.00880024e-01  9.94897856e-01]
 [-9.08850353e-03  9.94856386e-01 -1.00886919e-01]]"
2406,../normshapes\Vase\m527.obj,../shapes\Vase\m527.obj,176,[-5.96853904e-09  2.34021212e-09  3.17046092e-09],[3.3358280e-08 2.5399707e-09 4.5211479e-08],[1. 1. 1.],0.46092254,1.9044567072514027,[-0.52990204  0.63836473 -0.47500005  0.47499996 -0.6379372   0.5280851 ],[0. 0. 0.],348,Vase,Triangle,[0.09076572 0.06764993 0.06764993],"[[-7.11592609e-01 -5.51200185e-01 -4.35676844e-01]
 [-6.18364540e-08 -6.20099030e-01  7.84523548e-01]
 [ 7.02592313e-01 -5.58261183e-01 -4.41257850e-01]]",[0.09076572 0.06764993 0.06764993],"[[-6.56580046e-08 -7.07107529e-01  7.07106036e-01]
 [-1.00000000e+00  9.86468729e-14 -9.28544409e-08]
 [-6.56580046e-08  7.07106033e-01  7.07107527e-01]]"
2407,../normshapes\Vase\m528.obj,../shapes\Vase\m528.obj,3128,[-1.80437236e-09  1.83366566e-09 -1.28125052e-09],[-1.7692747e-08 -3.3270368e-08 -1.6882604e-08],[1. 1. 1.],0.31849742,1.0751052822298985,[-0.36653504  0.583465   -0.18964955  0.18964945 -0.16544141  0.16544159],[0. 0. 0.],6132,Vase,Triangle,[0.10257957 0.00543728 0.01152113],"[[ 1.00000000e+00 -2.87798477e-09 -1.68647189e-09]
 [-1.68647188e-09  3.05548857e-09 -1.00000000e+00]
 [-2.87798477e-09 -1.00000000e+00 -3.05548775e-09]]",[0.01152113 0.10257957 0.00543728],"[[ 1.00000000e+00 -8.97874900e-10 -3.48662100e-13]
 [ 3.48693614e-13  3.50985378e-08  1.00000000e+00]
 [ 8.97874900e-10  1.00000000e+00 -3.50985378e-08]]"
2408,../normshapes\Vase\m529.obj,../shapes\Vase\m529.obj,1750,[-2.30826637e-09 -2.17754028e-09 -1.17658471e-10],[ 1.2389251e-09  3.5924572e-08 -1.5616417e-08],[1. 1. 1.],0.42771602,1.5632759087238446,[-0.48103002  0.45921132 -0.45301443  0.49998885 -0.4728728   0.33432147],[0. 0. 0.],3121,Vase,Triangle,[0.0753242  0.05006342 0.0630405 ],"[[ 0.97815349  0.174387   -0.11315885]
 [ 0.11546549 -0.00310537  0.99330664]
 [-0.17286836  0.9846723   0.02317321]]",[0.0753242  0.0630405  0.05006342],"[[ 0.98656505 -0.16234672  0.01824695]
 [-0.04740253 -0.39135358 -0.9190187 ]
 [-0.15634068 -0.90580678  0.39379141]]"
2409,../normshapes\Vase\m531.obj,../shapes\Vase\m531.obj,1296,[ 2.88469263e-09  1.10985442e-09 -1.46304363e-09],[-8.0576648e-08  1.9014503e-09 -2.1155970e-09],[1. 1. 1.],0.27938962,1.1600601897508172,[-0.26793635  0.6826657  -0.23542602  0.23478113 -0.23504514  0.23506187],[0. 0. 0.],2592,Vase,Triangle,[0.08652457 0.01023324 0.01023185],"[[ 9.99998305e-01  1.84141063e-03 -3.40456660e-06]
 [ 1.84141377e-03 -9.99996596e-01  1.84847813e-03]
 [ 7.47743158e-10  1.84848127e-03  9.99998292e-01]]",[0.08652456 0.01023185 0.01023324],"[[-7.26440159e-07  9.99998303e-01 -1.84242250e-03]
 [ 1.00000000e+00  7.27605581e-07  6.31878812e-07]
 [-6.33218296e-07  1.84242250e-03  9.99998303e-01]]"
2410,../normshapes\Vase\m532.obj,../shapes\Vase\m532.obj,240,[-4.69299266e-10  4.05512927e-10  1.08460275e-09],[-6.2088175e-11  1.5014667e-08 -5.8362883e-09],[1. 1. 1.],0.32437947,1.1542114651258275,[-0.22751424  0.2640349  -0.19893512  0.1989349  -0.49416786  0.4713802 ],[0. 0. 0.],480,Vase,Triangle,[0.10792687 0.00589491 0.0058949 ],"[[ 2.77659301e-01  9.28182363e-01  2.47755549e-01]
 [ 2.83597594e-07 -2.57896208e-01  9.66172628e-01]
 [-9.60679610e-01  2.68266746e-01  7.16075430e-02]]",[0.10792686 0.0058949  0.00589491],"[[ 1.45200624e-07  9.65926227e-01  2.58817551e-01]
 [ 1.85264859e-07  2.58817551e-01 -9.65926227e-01]
 [ 1.00000000e+00 -1.88202887e-07  1.41371716e-07]]"
2411,../normshapes\Vase\m533.obj,../shapes\Vase\m533.obj,32,[-3.72529030e-09 -4.19095159e-09 -1.86264515e-09],[-5.5879354e-09 -7.4505806e-09 -5.5879354e-09],[1. 1. 1.],0.4428569,1.2254995181255564,[-0.35559916  0.5944075  -0.29550713  0.29544997 -0.25003886  0.25006723],[0. 0. 0.],68,Vase,Triangle,[0.15982035 0.02763302 0.03219114],"[[ 1.00000000e+00 -4.49854845e-09 -7.22799297e-10]
 [-7.22800263e-10 -2.14547089e-07 -1.00000000e+00]
 [-4.49854829e-09 -1.00000000e+00  2.14547089e-07]]",[0.03219114 0.15982035 0.02763302],"[[ 1.00000000e+00  1.54680083e-06  8.72980747e-08]
 [ 1.54679928e-06 -1.00000000e+00  1.77199780e-05]
 [-8.73254839e-08  1.77199779e-05  1.00000000e+00]]"
