,Unnamed: 0,Path,Vertices,CenterOfMass,Means,Scaling,AverageSize,DiagonalSize,Bounds,Position,Cells,Class,Type,Eigenvalue,Eigenvectors
2187,2187,../shapes\Sword\D00133.obj,13257,[-0.08130573  0.00361248 -0.00225198],[-0.08130557  0.00361248 -0.00225197],[1. 1. 1.],0.16529413,1.4467267836611506,[-0.314117  1.07519  -0.17998   0.189026 -0.08341   0.079927],[0. 0. 0.],26446,Sword,Triangle,[0.05724188 0.00048893 0.00229576],"[[ 0.99998352  0.0056033  -0.00124741]
 [ 0.00120545  0.007485    0.99997126]
 [-0.00561248  0.99995629 -0.00747812]]"
2188,2188,../shapes\Sword\D00149.obj,190,[0.28432482 0.03788466 0.00582775],[0.28432477 0.03788465 0.00582775],[1. 1. 1.],0.38617575,1.883111972513758,[-1.1498    0.690999 -0.152899  0.22797  -0.050279  0.061565],[0. 0. 0.],344,Sword,Triangle,[0.23133716 0.00215294 0.00039618],"[[ 0.99999575  0.00250076 -0.00149621]
 [ 0.00272834 -0.98381843  0.17914757]
 [ 0.001024    0.17915089  0.98382108]]"
2189,2189,../shapes\Sword\D00162.obj,1150,[-0.05688185  0.00503312 -0.0064198 ],[-0.05688185  0.00503312 -0.0064198 ],[1. 1. 1.],0.23082387,1.8727258844177408,[-0.528661  1.3085   -0.173319  0.183818 -0.041424  0.024868],[0. 0. 0.],2296,Sword,Triangle,[0.10835675 0.00017766 0.00427313],"[[ 0.99998153 -0.0052044   0.00313785]
 [-0.00321272 -0.01444093  0.99989056]
 [ 0.00515851  0.99988218  0.01445738]]"
2190,2190,../shapes\Sword\D00177.obj,5076,[-0.03031022  0.00580421  0.00217606],[-0.03031026  0.00580418  0.00217606],[1. 1. 1.],0.17753771,1.3466883612443046,[-1.0564    0.214279 -0.221232  0.216651 -0.041104  0.043766],[0. 0. 0.],10136,Sword,Triangle,[0.02853497 0.01271614 0.00037741],"[[ 9.99571792e-01  2.91686622e-02  2.32864094e-03]
 [ 2.91702819e-02 -9.99574236e-01 -6.64657754e-04]
 [-2.30826231e-03 -7.32300255e-04  9.99997068e-01]]"
2191,2191,../shapes\Sword\D00195.obj,1429,[-0.18310276 -0.00322899 -0.00250651],[-0.18310271 -0.00322899 -0.00250651],[1. 1. 1.],0.38350818,1.697723116876708,[-0.746991  0.914549 -0.146119  0.138769 -0.101896  0.09907 ],[0. 0. 0.],2976,Sword,Triangle,[0.22839486 0.00036505 0.00425963],"[[ 0.99998994 -0.00398111 -0.00206732]
 [-0.00211859 -0.01291926 -0.9999143 ]
 [-0.00395406 -0.99990862  0.01292756]]"
2192,2192,../shapes\Sword\D00249.obj,15478,[-0.19713428  0.00596784 -0.00254661],[-0.19713466  0.00596785 -0.00254661],[1. 1. 1.],0.18381433,1.4595506527743192,[-0.46867   0.98383  -0.056973  0.06647  -0.038516  0.034242],[0. 0. 0.],30816,Sword,Triangle,[0.07397272 0.00043899 0.00022492],"[[ 9.99715057e-01  2.38657472e-02  4.80041911e-04]
 [ 2.38384566e-02 -9.97125170e-01 -7.19244277e-02]
 [ 1.23786834e-03 -7.19153768e-02  9.97409969e-01]]"
2193,2193,../shapes\Sword\D00356.obj,5012,[ 0.03662348  0.00736698 -0.00481468],[ 0.03662355  0.00736698 -0.00481468],[1. 1. 1.],0.10454491,1.483586401751303,[-1.2178    0.238315 -0.092541  0.107805 -0.106282  0.09526 ],[0. 0. 0.],6142,Sword,Triangle,[0.01876002 0.00097825 0.0010159 ],"[[-0.99977498 -0.01980791  0.00759222]
 [-0.01639942  0.94872874  0.31566571]
 [ 0.01345564 -0.31547017  0.94884009]]"
2194,2194,../shapes\Sword\D00484.obj,6873,[0.05395464 0.00952453 0.00735972],[0.05395465 0.00952454 0.00735972],[1. 1. 1.],0.32972604,1.5695201621071693,[-1.07377   0.458325 -0.155355  0.175099 -0.033838  0.049098],[0. 0. 0.],13168,Sword,Triangle,[1.71954874e-01 1.61013922e-04 5.26653999e-03],"[[ 9.99997387e-01 -2.25857168e-03  3.52564970e-04]
 [-3.20291502e-04  1.42737862e-02  9.99898073e-01]
 [ 2.26337391e-03  9.99895573e-01 -1.42730255e-02]]"
2195,2195,../shapes\Sword\D00513.obj,4136,[ 0.11367412  0.04619591 -0.00238506],[ 0.11367407  0.04619594 -0.00238505],[1. 1. 1.],0.16607353,1.6476870433329178,[-1.26157   0.326411 -0.227727  0.190218 -0.069613  0.066442],[0. 0. 0.],7297,Sword,Triangle,[0.03642344 0.00803035 0.00073358],"[[ 0.99956433 -0.02948512  0.00133327]
 [-0.02945656 -0.99940573 -0.01790247]
 [-0.00186034 -0.0178554   0.99983885]]"
2196,2196,../shapes\Sword\D00540.obj,8181,[ 0.11646895 -0.00187223  0.00013691],[ 0.11646919 -0.00187223  0.00013691],[1. 1. 1.],0.46409875,1.6234780424445512,[-0.603417  0.993437 -0.145486  0.139218 -0.032973  0.035452],[0. 0. 0.],10922,Sword,Triangle,[2.61118006e-01 8.71148507e-04 1.47357127e-04],"[[ 9.99995899e-01  2.73551109e-03  8.48421059e-04]
 [ 2.75169073e-03 -9.99802256e-01 -1.96945703e-02]
 [-7.94378574e-04 -1.96968241e-02  9.99805683e-01]]"
2197,2197,../shapes\Sword\D00635.obj,725,[-0.14487445  0.018385   -0.00455455],[-0.14487451  0.018385   -0.00455455],[1. 1. 1.],0.47566608,1.9033171042650945,[-0.823956  0.921147 -0.354405  0.380758 -0.092872  0.098875],[0. 0. 0.],1238,Sword,Triangle,[0.26717852 0.01491372 0.0007833 ],"[[ 0.99984996  0.0169995  -0.00332861]
 [ 0.01695454 -0.99977046 -0.01309829]
 [ 0.00355051 -0.01303989  0.99990867]]"
2198,2198,../shapes\Sword\D00712.obj,327,[0.12446274 0.0279973  0.00110261],[0.12446271 0.02799729 0.00110261],[1. 1. 1.],0.5693463,2.0320537898918847,[-1.09055   0.904259 -0.156613  0.198897 -0.076891  0.076708],[0. 0. 0.],602,Sword,Triangle,[0.4185797  0.00534469 0.00046429],"[[ 0.99977507 -0.02107792  0.00235257]
 [-0.0211411  -0.99928954  0.03120045]
 [-0.00169326  0.03124317  0.99951038]]"
2199,2199,../shapes\Sword\D00807.obj,176,[ 0.30322153 -0.00658794 -0.00374745],[ 0.3032216  -0.00658794 -0.00374745],[1. 1. 1.],0.4980636,1.741438635923333,[-0.962635  0.761381 -0.125901  0.111819 -0.035521  0.026662],[0. 0. 0.],648,Sword,Triangle,[3.90946984e-01 5.78389663e-04 2.90626119e-04],"[[-0.99999676  0.00191535  0.00167383]
 [ 0.00199149  0.99890517  0.04673857]
 [ 0.00158248 -0.04674175  0.99890575]]"
2200,2200,../shapes\Sword\D00808.obj,1787,[ 0.33562891 -0.00508441  0.00474349],[ 0.33562902 -0.00508441  0.00474348],[1. 1. 1.],0.27085382,1.676663897836646,[-0.940874  0.67056  -0.166439  0.161002 -0.158329  0.169184],[0. 0. 0.],3110,Sword,Triangle,[0.12429343 0.00356093 0.00321024],"[[ 0.99998168  0.00533087 -0.00286643]
 [ 0.00537289 -0.9998752   0.0148565 ]
 [ 0.00278688  0.01487163  0.99988553]]"
2201,2201,../shapes\Sword\D00812.obj,3694,[ 1.15604009e-01 -8.31743284e-05  1.79092696e-02],[ 1.1560402e-01 -8.3176201e-05  1.7909287e-02],[1. 1. 1.],0.12599641,1.4622383106382035,[-1.05394   0.386256 -0.114185  0.114324 -0.03639   0.072053],[0. 0. 0.],12652,Sword,Triangle,[4.78299930e-02 5.71434448e-05 3.51114358e-03],"[[ 9.99986904e-01 -5.11026915e-03  2.78317621e-04]
 [-2.84379131e-04 -1.18545460e-03  9.99999257e-01]
 [ 5.10993542e-03  9.99986240e-01  1.18689232e-03]]"
2202,2202,../shapes\Sword\D00906.obj,14621,[ 0.09081298 -0.04261585  0.00122547],[ 0.090813   -0.04261588  0.00122547],[1. 1. 1.],0.13298628,1.5553077243714444,[-1.21413   0.300345 -0.212044  0.125027 -0.05774   0.050567],[0. 0. 0.],29204,Sword,Triangle,[0.02305886 0.00332084 0.0005759 ],"[[ 9.99841701e-01 -1.77897029e-02  3.14371468e-04]
 [-1.77769134e-02 -9.99549918e-01 -2.41649043e-02]
 [-7.44116445e-04 -2.41554905e-02  9.99707937e-01]]"
2203,2203,../shapes\Sword\D00916.obj,2993,[-3.41770665e-01 -2.87130001e-03  1.56629131e-04],[-3.4177056e-01 -2.8712973e-03  1.5662846e-04],[1. 1. 1.],0.2312757,1.6684320775309995,[-0.720276  0.941206 -0.053847  0.088122 -0.027381  0.027282],[0. 0. 0.],7470,Sword,Triangle,[0.09731444 0.00052289 0.00011176],"[[ 0.99989152 -0.01451806 -0.00248562]
 [-0.01450714 -0.99988527  0.00435661]
 [ 0.00254859  0.00432007  0.99998742]]"
2204,2204,../shapes\Sword\D00992.obj,5872,[0.31765526 0.00148757 0.00264663],[0.31765556 0.00148757 0.00264663],[1. 1. 1.],0.12485723,1.5193316521051123,[-0.913541  0.573817 -0.1497    0.153792 -0.028825  0.034635],[0. 0. 0.],11648,Sword,Triangle,[0.01932355 0.00374227 0.00038348],"[[ 0.99997239 -0.00600342  0.00437903]
 [-0.00632645 -0.99693938  0.07792204]
 [-0.00389782  0.07794759  0.99694984]]"
2205,2205,../shapes\Sword\m687.obj,800,[0.23779038 0.58484235 0.06907885],[0.23779023 0.5848433  0.06907873],[1. 1. 1.],0.3155752,1.048110454800382,[0.025    0.459071 0.025    0.975    0.025    0.11228 ],[0. 0. 0.],1504,Sword,Triangle,[0.11680189 0.00107634 0.00027561],"[[-3.66213003e-01  9.30531040e-01  1.41933691e-04]
 [ 9.30530104e-01  3.66212844e-01 -1.37095720e-03]
 [ 1.32769617e-03  3.69988782e-04  9.99999050e-01]]"
2206,2206,../shapes\Sword\m688.obj,1977,[0.06869108 0.17065733 0.09495733],[0.0686911  0.17065732 0.09495731],[1. 1. 1.],0.06325088,1.0170698107059666,[0.025    0.11913  0.025    0.975    0.025    0.375814],[0. 0. 0.],3938,Sword,Triangle,[0.00448625 0.00032241 0.0003437 ],"[[-0.01170403 -0.87076653  0.4915574 ]
 [-0.9473153  -0.14770763 -0.2842115 ]
 [-0.32008863  0.46898626  0.82316168]]"
2207,2207,../shapes\Sword\m689.obj,178,[0.181099   0.20668057 0.1167613 ],[0.18109907 0.20668054 0.11676131],[1. 1. 1.],0.082160875,1.2952346978223668,[0.025    0.887269 0.025    0.975    0.025    0.202834],[0. 0. 0.],360,Sword,Triangle,[0.01263815 0.0013563  0.00109459],"[[-0.64162471 -0.66979237  0.37375916]
 [-0.76303441  0.60698591 -0.22214091]
 [ 0.07807826  0.4277222   0.90053179]]"
2208,2208,../shapes\Sword\m690.obj,180,[0.09371942 0.18591846 0.08821022],[0.09371941 0.18591839 0.08821023],[1. 1. 1.],0.05977884,0.9672933544326277,[0.025    0.155249 0.025    0.975    0.025    0.152246],[0. 0. 0.],368,Sword,Triangle,[0.00699302 0.00070907 0.000569  ],"[[ 0.00402436 -0.99912858  0.04154387]
 [-0.99997537 -0.00425974 -0.00557873]
 [-0.00575084  0.0415204   0.99912111]]"
2209,2209,../shapes\Sword\m691.obj,8583,[0.06993683 0.54173408 0.13071366],[0.0699375  0.54173654 0.13071425],[1. 1. 1.],0.24126612,0.977515156698535,[0.025    0.115882 0.025    0.975    0.025    0.236604],[0. 0. 0.],16488,Sword,Triangle,[6.65305307e-05 6.76107367e-02 1.84799214e-03],"[[ 9.99999779e-01 -7.75419301e-05 -6.60378880e-04]
 [-7.78510833e-05 -9.99999887e-01 -4.68132348e-04]
 [ 6.60342506e-04 -4.68183656e-04  9.99999672e-01]]"
2210,2210,../shapes\Sword\m692.obj,3694,[0.10046731 0.20353027 0.0608146 ],[0.1004672  0.20353025 0.06081458],[1. 1. 1.],0.08311052,0.9645323131162584,[0.025    0.17573  0.025    0.975    0.025    0.096435],[0. 0. 0.],12652,Sword,Triangle,[1.52772155e-03 2.08111311e-02 2.48635007e-05],"[[ 9.99999986e-01 -1.68258581e-04  4.14357130e-06]
 [-1.68262548e-04 -9.99999509e-01  9.76728219e-04]
 [-3.97922636e-06  9.76728902e-04  9.99999523e-01]]"
2211,2211,../shapes\Sword\m693.obj,196,[0.06777685 0.27067598 0.07510852],[0.06777686 0.27067596 0.07510853],[1. 1. 1.],0.11709131,0.9585148514645812,[0.025    0.110751 0.025    0.975    0.025    0.119326],[0. 0. 0.],259,Sword,Triangle,[0.04794927 0.00015568 0.00018778],"[[ 6.76814691e-04 -9.99994428e-01 -3.26888962e-03]
 [-9.99999360e-01 -6.73845919e-04 -9.09205712e-04]
 [-9.06997918e-04 -3.26950289e-03  9.99994244e-01]]"
2212,2212,../shapes\Sword\m694.obj,2903,[0.17579112 0.82479428 0.07163168],[0.17579114 0.8247945  0.07163193],[1. 1. 1.],0.09024236,0.9998737839684828,[0.025    0.325319 0.025    0.975    0.025    0.109   ],[0. 0. 0.],5667,Sword,Triangle,[0.00554576 0.00508444 0.00031613],"[[-9.98812756e-01 -4.87141154e-02 -1.18410777e-04]
 [-4.86334166e-02  9.97292230e-01 -5.51633887e-02]
 [-2.80532583e-03  5.50921376e-02  9.98477334e-01]]"
2213,2213,../shapes\Sword\m695.obj,9880,[0.06048663 0.14638086 0.84038526],[0.06048721 0.14638107 0.84038156],[1. 1. 1.],0.10062949,0.9831005177434088,[0.025    0.096365 0.025    0.26768  0.025    0.975   ],[0. 0. 0.],19712,Sword,Triangle,[0.00022675 0.01197827 0.00072229],"[[ 9.99998463e-01 -1.75336561e-03 -5.78758864e-06]
 [-5.58389940e-06  1.16175303e-04 -9.99999993e-01]
 [-1.75336627e-03 -9.99998456e-01 -1.16165334e-04]]"
2214,2214,../shapes\Sword\m696.obj,5548,[0.16148763 0.08231589 0.86997026],[0.16148706 0.08231612 0.86997485],[1. 1. 1.],0.052991584,0.9948415190157252,[0.025    0.297264 0.025    0.139376 0.025    0.975   ],[0. 0. 0.],11609,Sword,Triangle,[0.00125018 0.00272379 0.00028305],"[[-9.99999544e-01  6.85658757e-04  6.65320533e-04]
 [-6.60761796e-04  6.62761291e-03 -9.99977819e-01]
 [ 6.90053035e-04  9.99977802e-01  6.62715682e-03]]"
2215,2215,../shapes\Sword\m697.obj,526,[0.11431484 0.04503719 0.66113767],[0.11431479 0.04503712 0.6611384 ],[1. 1. 1.],0.287331,0.9674602062589982,[0.025    0.203531 0.025    0.065073 0.025    0.975   ],[0. 0. 0.],1036,Sword,Triangle,[1.08671311e-01 4.21969692e-04 3.62063151e-05],"[[-6.37405860e-05 -9.99999998e-01  2.19803339e-05]
 [ 1.90613423e-04 -2.19924834e-05 -9.99999982e-01]
 [-9.99999980e-01  6.37363951e-05 -1.90614825e-04]]"
2216,2216,../shapes\Sword\m698.obj,3949,[0.10038451 0.17209503 0.06625343],[0.10038456 0.1720948  0.06625354],[1. 1. 1.],0.10647131,0.9897779105877168,[0.025    0.290328 0.025    0.975    0.025    0.107227],[0. 0. 0.],7505,Sword,Triangle,[0.01735058 0.00288453 0.00028103],"[[ 1.72863724e-01  9.84933382e-01 -4.93610988e-03]
 [ 9.84944534e-01 -1.72869219e-01 -7.05864957e-04]
 [ 1.54853142e-03  4.73977600e-03  9.99987568e-01]]"
2217,2217,../shapes\Sword\m699.obj,557,[0.11082205 0.11090327 0.73418058],[0.11082204 0.11090332 0.73418295],[1. 1. 1.],0.21502246,0.98060486795074,[0.025    0.19693  0.025    0.196831 0.025    0.975   ],[0. 0. 0.],1112,Sword,Triangle,[0.07425304 0.00101824 0.00101818],"[[ 4.98441741e-04  9.97375707e-01 -7.23978683e-02]
 [ 1.26529447e-04  7.23978138e-02  9.97375827e-01]
 [-9.99999868e-01  5.06294206e-04  9.01113040e-05]]"
2218,2218,../shapes\Sword\m700.obj,800,[0.20332607 0.56896468 0.06180625],[0.20332608 0.5689653  0.06180631],[1. 1. 1.],0.30028516,1.0307914715024689,[0.025    0.418371 0.025    0.975    0.025    0.097734],[0. 0. 0.],1504,Sword,Triangle,[0.10690518 0.00080829 0.00020261],"[[ 3.66022611e-01 -9.30605945e-01  1.50772557e-04]
 [-9.30604718e-01 -3.66022384e-01 -1.57291617e-03]
 [-1.51895127e-03 -4.35413231e-04  9.99998752e-01]]"
2219,2219,../shapes\Sword\m701.obj,960,[0.03452902 0.16600421 0.39270349],[0.03452902 0.16600417 0.39270395],[1. 1. 1.],0.304928,0.9911571584614512,[0.025    0.044047 0.025    0.30701  0.025    0.975   ],[0. 0. 0.],1900,Sword,Triangle,[2.40614567e-05 1.11962708e-01 1.94121106e-03],"[[ 9.99999944e-01 -1.73073746e-05  3.32967333e-04]
 [-3.32967381e-04 -2.80719903e-06  9.99999945e-01]
 [ 1.73064389e-05  1.00000000e+00  2.81296166e-06]]"
2220,2220,../shapes\Sword\m702.obj,1005,[0.07426527 0.07426852 0.26857025],[0.07426518 0.07426844 0.26857048],[1. 1. 1.],0.21801457,0.960174637348106,[0.025    0.123578 0.025    0.123578 0.025    0.975   ],[0. 0. 0.],2000,Sword,Triangle,[0.08237268 0.00016481 0.00016442],"[[ 1.86018000e-05  8.47822590e-01  5.30279979e-01]
 [ 7.38742564e-05  5.30279976e-01 -8.47822588e-01]
 [ 9.99999997e-01 -5.49450654e-05  5.27681013e-05]]"
2221,2221,../shapes\Sword\m703.obj,588,[0.03788905 0.0728633  0.25460385],[0.03788912 0.07286325 0.25460422],[1. 1. 1.],0.23890458,0.9551697048823248,[0.025    0.05076  0.025    0.120841 0.025    0.975   ],[0. 0. 0.],1100,Sword,Triangle,[9.17981959e-02 6.20972703e-05 4.36454294e-04],"[[-3.00790563e-04 -9.99999749e-01 -6.41499153e-04]
 [ 9.62402612e-04  6.41209403e-04 -9.99999331e-01]
 [-9.99999492e-01  3.01407742e-04 -9.62209501e-04]]"
2222,2222,../shapes\Sword\m704.obj,408,[0.04002955 0.059408   0.25763642],[0.04002955 0.05940804 0.2576364 ],[1. 1. 1.],0.12768853,0.9524351447351704,[0.025    0.054935 0.025    0.086127 0.025    0.975   ],[0. 0. 0.],812,Sword,Triangle,[3.89751056e-02 4.50644098e-05 3.60406604e-04],"[[-2.29635150e-04 -9.99999788e-01  6.09675619e-04]
 [-1.20058595e-02  6.12388661e-04  9.99927740e-01]
 [ 9.99927901e-01 -2.22298877e-04  1.20059976e-02]]"
2223,2223,../shapes\Sword\m705.obj,7910,[0.24543344 0.31829978 0.05939636],[0.24543296 0.31829995 0.05939567],[1. 1. 1.],0.19490908,1.049708099684402,[0.025    0.466069 0.025    0.975    0.025    0.094607],[0. 0. 0.],15768,Sword,Triangle,[0.01492005 0.03980858 0.00021604],"[[ 9.99999548e-01  9.51179525e-04 -1.26231996e-06]
 [ 9.51179627e-04 -9.99999544e-01  8.27388435e-05]
 [ 1.18361989e-06  8.27400068e-05  9.99999997e-01]]"
2224,2224,../shapes\Sword\m707.obj,4325,[0.14783029 0.22097779 0.04504001],[0.14782986 0.22097872 0.04504011],[1. 1. 1.],0.10432859,0.98187608338273,[0.025    0.269817 0.025    0.975    0.025    0.065561],[0. 0. 0.],8628,Sword,Triangle,[4.70055038e-03 1.34732034e-02 5.42166729e-05],"[[ 9.99998582e-01  1.68350981e-03  3.48077467e-05]
 [ 1.68344680e-03 -9.99997074e-01  1.73728801e-03]
 [-3.77323863e-05  1.73722695e-03  9.99998490e-01]]"
2225,2225,../shapes\Sword\m709.obj,6598,[0.12748897 0.05060789 0.72550022],[0.12748872 0.05060827 0.7255015 ],[1. 1. 1.],0.20441248,0.9731829215214786,[0.025    0.229792 0.025    0.076431 0.025    0.975   ],[0. 0. 0.],13168,Sword,Triangle,[1.92491677e-03 6.63495689e-02 6.32162170e-05],"[[ 1.00000000e+00  2.55207519e-05 -3.63399482e-07]
 [-3.66995211e-07  1.40894471e-04 -9.99999990e-01]
 [ 2.55207004e-05 -9.99999990e-01 -1.40894480e-04]]"
2226,2226,../shapes\Sword\m710.obj,10936,[0.12348092 0.05233358 0.85116537],[0.12348008 0.05233216 0.8511613 ],[1. 1. 1.],0.08229032,0.9715126684218583,[0.025    0.221043 0.025    0.078888 0.025    0.975   ],[0. 0. 0.],21764,Sword,Triangle,[1.24730406e-02 7.61063933e-04 9.69752969e-05],"[[ 0.00111376  0.99999874  0.00113459]
 [-0.00349022  0.00113847 -0.99999326]
 [ 0.99999329 -0.0011098  -0.00349148]]"
2227,2227,../shapes\Sword\m711.obj,9457,[0.1274029  0.03993826 0.34015045],[0.12740286 0.03993899 0.34014875],[1. 1. 1.],0.18532331,0.9720794240335398,[0.025    0.22872  0.025    0.055602 0.025    0.975   ],[0. 0. 0.],17701,Sword,Triangle,[5.14146125e-02 9.46823528e-04 7.92814850e-05],"[[ 8.61756021e-03 -9.99885003e-01  1.24787213e-02]
 [-8.52614512e-04  1.24718330e-02  9.99921860e-01]
 [ 9.99962505e-01  8.62752638e-03  7.45039692e-04]]"
2228,2228,../shapes\Sword\m712.obj,4890,[0.82977534 0.04072344 0.11683114],[0.82977664 0.04072356 0.11682992],[1. 1. 1.],0.13577235,0.9681690347330552,[0.025    0.975    0.025    0.0565   0.025    0.209008],[0. 0. 0.],9314,Sword,Triangle,[2.63362587e-02 2.60762421e-03 4.45686946e-05],"[[ 9.99999780e-01 -6.59022509e-04  7.71951130e-05]
 [-7.71855944e-05  1.44689518e-05  9.99999997e-01]
 [ 6.59023624e-04  9.99999783e-01 -1.44180816e-05]]"
2229,2229,../shapes\Sword\m713.obj,1023,[0.06545851 0.08298249 0.34987907],[0.06545853 0.08298248 0.34987915],[1. 1. 1.],0.29138285,0.960006519603612,[0.025    0.104214 0.025    0.138303 0.025    0.975   ],[0. 0. 0.],2000,Sword,Triangle,[0.11101356 0.00014419 0.00046188],"[[ 3.08298244e-04  9.99967585e-01 -8.04573890e-03]
 [ 4.28607120e-03 -8.04698673e-03 -9.99958437e-01]
 [ 9.99990767e-01 -2.73800821e-04  4.28841314e-03]]"
2230,2230,../shapes\Sword\m714.obj,526,[0.11431484 0.04503719 0.66113767],[0.11431479 0.04503712 0.6611384 ],[1. 1. 1.],0.287331,0.9674602062589982,[0.025    0.203531 0.025    0.065073 0.025    0.975   ],[0. 0. 0.],1036,Sword,Triangle,[1.08671311e-01 4.21969692e-04 3.62063151e-05],"[[-6.37405860e-05 -9.99999998e-01  2.19803339e-05]
 [ 1.90613423e-04 -2.19924834e-05 -9.99999982e-01]
 [-9.99999980e-01  6.37363951e-05 -1.90614825e-04]]"
2231,2231,../shapes\Sword\m715.obj,5548,[0.16148763 0.08231589 0.86997026],[0.16148706 0.08231612 0.86997485],[1. 1. 1.],0.052991584,0.9948415190157252,[0.025    0.297264 0.025    0.139376 0.025    0.975   ],[0. 0. 0.],11609,Sword,Triangle,[0.00125018 0.00272379 0.00028305],"[[-9.99999544e-01  6.85658757e-04  6.65320533e-04]
 [-6.60761796e-04  6.62761291e-03 -9.99977819e-01]
 [ 6.90053035e-04  9.99977802e-01  6.62715682e-03]]"
2232,2232,../shapes\Sword\m716.obj,4757,[0.11804409 0.06013584 0.19835887],[0.11804441 0.06013535 0.19835848],[1. 1. 1.],0.11181824,0.9705729030772244,[0.025    0.210778 0.025    0.095698 0.025    0.975   ],[0. 0. 0.],9573,Sword,Triangle,[2.39560730e-03 2.45889034e-02 9.40304416e-05],"[[ 9.99999453e-01 -1.04576768e-03 -2.10379287e-05]
 [ 1.98109981e-05 -1.17323093e-03  9.99999312e-01]
 [ 1.04579165e-03  9.99998765e-01  1.17320957e-03]]"
2233,2233,../shapes\Sword\m717.obj,18888,[0.09857658 0.03972804 0.32965721],[0.09857652 0.03972775 0.32965884],[1. 1. 1.],0.26899296,0.9603324403777228,[0.025    0.16253  0.025    0.053702 0.025    0.975   ],[0. 0. 0.],37283,Sword,Triangle,[9.79980961e-02 8.15244400e-05 2.05468256e-05],"[[ 0.00658999 -0.99802829 -0.06241882]
 [ 0.00199157  0.06243315 -0.99804716]
 [-0.9999763  -0.0064528  -0.00239908]]"
2234,2234,../shapes\Sword\m718.obj,361,[0.54457284 0.11310899 0.04536592],[0.5445718  0.11310898 0.04536592],[1. 1. 1.],0.25219643,0.9670410373710612,[0.025    0.975    0.025    0.200968 0.025    0.066274],[0. 0. 0.],710,Sword,Triangle,[8.16944724e-02 5.23627058e-04 5.51183174e-05],"[[ 9.99999985e-01  1.72523988e-04  2.74361334e-05]
 [ 1.72511333e-04 -9.99999879e-01  4.60578522e-04]
 [-2.75155909e-05  4.60573782e-04  9.99999894e-01]]"
2235,2235,../shapes\Sword\m719.obj,624,[0.11890484 0.09993579 0.49743664],[0.11890486 0.09993584 0.49743667],[1. 1. 1.],0.28674394,0.979707956350973,[0.025    0.199046 0.025    0.189425 0.025    0.975   ],[0. 0. 0.],1228,Sword,Triangle,[0.00354341 0.0006286  0.09476803],"[[ 7.69612037e-01 -6.38511418e-01 -6.94336045e-04]
 [-6.38511114e-01 -7.69612349e-01  6.23989137e-04]
 [ 9.32793783e-04  3.68882689e-05  9.99999564e-01]]"
2236,2236,../shapes\Sword\m720.obj,318,[0.08754763 0.72620893 0.05682464],[0.08754758 0.7262089  0.0568246 ],[1. 1. 1.],0.20073152,0.9603378516432312,[0.025    0.15031  0.025    0.975    0.025    0.088609],[0. 0. 0.],620,Sword,Triangle,[0.05280681 0.00066213 0.00015425],"[[-1.00574268e-03  9.99999494e-01 -1.30676322e-05]
 [ 9.99999490e-01  1.00574148e-03 -9.09450130e-05]
 [ 9.09318244e-05  1.31590928e-05  9.99999996e-01]]"
2237,2237,../shapes\Sword\m721.obj,275,[0.09995015 0.06920375 0.76144172],[0.09995017 0.06920376 0.76144344],[1. 1. 1.],0.15335529,0.9660385736251882,[0.025    0.181399 0.025    0.104182 0.025    0.975   ],[0. 0. 0.],530,Sword,Triangle,[0.04858119 0.00130121 0.00052111],"[[ 5.17622453e-04  9.99724930e-01 -2.34477477e-02]
 [ 6.12177118e-03  2.34441435e-02  9.99706405e-01]
 [-9.99981128e-01  6.61012227e-04  6.10795205e-03]]"
2238,2238,../shapes\Tool\D01003.obj,3963,[-3.56536388e-04 -2.68129199e-04 -5.95139776e-05],[-3.5663057e-04 -2.6812844e-04 -5.9532405e-05],[1. 1. 1.],0.49513444,2.112692571505068,[-0.622121  0.565481 -0.079239  0.077786 -0.931854  0.80838 ],[0. 0. 0.],7922,Tool,Triangle,[0.27880954 0.02431132 0.00282849],"[[ 0.47926823 -0.87740387 -0.02155016]
 [-0.0012094   0.02389363 -0.99971377]
 [-0.87766765 -0.47915712 -0.01039033]]"
2239,2239,../shapes\Tool\D01012.obj,4463,[-2.69971466e-04 -2.55223440e-04 -5.62931698e-05],[-2.6989458e-04 -2.5522397e-04 -5.5553824e-05],[1. 1. 1.],0.5019416,2.226189058963655,[-0.600461  0.61005  -0.080424  0.087098 -0.982011  0.878773],[0. 0. 0.],8922,Tool,Triangle,[0.26001973 0.04919288 0.00329677],"[[ 3.41754424e-01 -9.39601193e-01 -1.88018803e-02]
 [-6.10585007e-04  1.97844859e-02 -9.99804081e-01]
 [-9.39789094e-01 -3.41698948e-01 -6.18772919e-03]]"
2240,2240,../shapes\Tool\D01040.obj,4794,[-2.25691723e-04 -2.39437336e-04 -5.71473697e-05],[-2.2568581e-04 -2.3942057e-04 -5.7014193e-05],[1. 1. 1.],0.52005106,2.2126260085236367,[-0.741894  0.513922 -0.07958   0.084225 -0.960138  0.854196],[0. 0. 0.],9584,Tool,Triangle,[0.13009076 0.1970927  0.00325035],"[[-0.99460486 -0.10371824 -0.0019206 ]
 [ 0.00133833  0.00568324 -0.99998295]
 [-0.10372739  0.99459048  0.00551377]]"
