,Path,Vertices,CenterOfMass,Means,Scaling,AverageSize,DiagonalSize,Bounds,Position,Cells,Class,Type
1874,../shapes\RectangleTable\m765.obj,1005,[0.48298725 0.29514843 0.47166736],[0.48298666 0.29514888 0.47166744],[1. 1. 1.],0.44712138,1.3801136501863032,[0.025    0.975    0.025    0.570742 0.025    0.864273],[0. 0. 0.],1726,RectangleTable,Triangle
1875,../shapes\RectangleTable\m870.obj,48,[0.29790383 0.26848725 0.49999867],[0.29790378 0.26848724 0.4999986 ],[1. 1. 1.],0.521153,1.1718266784585532,[0.025    0.570807 0.025    0.440659 0.025    0.975   ],[0. 0. 0.],92,RectangleTable,Triangle
1876,../shapes\RectangleTable\m871.obj,60,[0.40004318 0.62778753 0.52013238],[0.40004322 0.6277875  0.5201323 ],[1. 1. 1.],0.49337113,1.5537651645246588,[0.025    0.895906 0.025    0.975    0.025    0.892876],[0. 0. 0.],184,RectangleTable,Triangle
1877,../shapes\RectangleTable\m872.obj,2229,[0.49951782 0.25655584 0.23667905],[0.49951938 0.25655523 0.23667862],[1. 1. 1.],0.5030895,1.0953495057149654,[0.025    0.975    0.025    0.369962 0.025    0.447246],[0. 0. 0.],4413,RectangleTable,Triangle
1878,../shapes\RectangleTable\m873.obj,679,[0.35156248 0.51064985 0.27429806],[0.35156247 0.51064897 0.27429706],[1. 1. 1.],0.092298985,1.2795587757927118,[0.025    0.678125 0.025    0.580156 0.025    0.975   ],[0. 0. 0.],1206,RectangleTable,Triangle
1879,../shapes\RectangleTable\m874.obj,68,[0.50000001 0.22048853 0.2285715 ],[0.49999994 0.22048837 0.22857155],[1. 1. 1.],0.4807686,1.0852173931859879,[0.025    0.975    0.025    0.355804 0.025    0.432143],[0. 0. 0.],88,RectangleTable,Triangle
1880,../shapes\RectangleTable\m875.obj,528,[0.5        0.13208726 0.20471244],[0.49999958 0.1320875  0.20471245],[1. 1. 1.],0.2758333,1.0434344553722712,[0.025    0.975    0.025    0.263804 0.025    0.384483],[0. 0. 0.],744,RectangleTable,Triangle
1881,../shapes\RectangleTable\m876.obj,44,[0.49999927 0.39186335 0.49999873],[0.4999994  0.39186332 0.4999986 ],[1. 1. 1.],0.5467313,1.487843783077929,[0.025    0.975    0.025    0.664286 0.025    0.974996],[0. 0. 0.],52,RectangleTable,Triangle
1882,../shapes\RectangleTable\m877.obj,56,[0.49910715 0.22947507 0.50562425],[0.4991071  0.2294751  0.50562435],[1. 1. 1.],0.5078235,1.3825721714458514,[0.025    0.975    0.025    0.351352 0.025    0.975   ],[0. 0. 0.],84,RectangleTable,Triangle
1883,../shapes\RectangleTable\m878.obj,320,[0.45506186 0.3994456  0.45506142],[0.45506138 0.39944628 0.45506176],[1. 1. 1.],0.6918105,1.5434123329531928,[0.025    0.885122 0.025    0.975    0.025    0.885123],[0. 0. 0.],534,RectangleTable,Triangle
1884,../shapes\RectangleTable\m879.obj,276,[0.5        0.22474522 0.26250171],[0.49999994 0.22474518 0.26250172],[1. 1. 1.],0.490761,1.1202861528096597,[0.025    0.975    0.025    0.38125  0.025    0.500002],[0. 0. 0.],556,RectangleTable,Triangle
1885,../shapes\RectangleTable\m881.obj,60,[0.5        0.43508334 0.1833335 ],[0.5        0.43508324 0.18333347],[1. 1. 1.],0.4862879,1.184858133715471,[0.025    0.975    0.025    0.658333 0.025    0.341667],[0. 0. 0.],86,RectangleTable,Triangle
1886,../shapes\RectangleTable\m882.obj,598,[0.50107469 0.42053685 0.12568049],[0.50107443 0.42053697 0.12568042],[1. 1. 1.],0.49510872,1.3322428628329632,[0.025    0.975    0.025    0.809783 0.025    0.531445],[0. 0. 0.],1072,RectangleTable,Triangle
1887,../shapes\RectangleTable\m883.obj,96,[0.50000009 0.46041684 0.50000001],[0.5        0.46041682 0.5000001 ],[1. 1. 1.],0.6986458,1.645448349781052,[0.025 0.975 0.025 0.975 0.025 0.975],[0. 0. 0.],172,RectangleTable,Triangle
1888,../shapes\RectangleTable\m886.obj,996,[0.50017241 0.36646976 0.3777269 ],[0.5001724  0.36646935 0.37772653],[1. 1. 1.],0.32343087,1.250850872446712,[0.025    0.975    0.025    0.461865 0.025    0.711496],[0. 0. 0.],2432,RectangleTable,Triangle
1889,../shapes\RectangleTable\m887.obj,340,[0.49999999 0.27393859 0.18333313],[0.5000002  0.27393854 0.18333337],[1. 1. 1.],0.3994599,1.2009891577815381,[0.025    0.975    0.025    0.688021 0.025    0.341667],[0. 0. 0.],616,RectangleTable,Triangle
1890,../shapes\RectangleTable\m888.obj,36,[0.5        0.29548611 0.2625    ],[0.5        0.2954861  0.26250002],[1. 1. 1.],0.5526156,1.1889834894993765,[0.025    0.975    0.025    0.559375 0.025    0.5     ],[0. 0. 0.],60,RectangleTable,Triangle
1891,../shapes\RectangleTable\m889.obj,511,[0.26044027 0.50953245 0.61613076],[0.2604403  0.5095321  0.61613137],[1. 1. 1.],0.49775138,1.2344964640441247,[0.025    0.599306 0.025    0.56505  0.025    0.975   ],[0. 0. 0.],1018,RectangleTable,Triangle
1892,../shapes\RectangleTable\m890.obj,508,[0.49534853 0.31792422 0.34539552],[0.49534875 0.31792444 0.34539565],[1. 1. 1.],0.4233504,1.2607226989371183,[0.025    0.975    0.025    0.568416 0.025    0.650796],[0. 0. 0.],979,RectangleTable,Triangle
1893,../shapes\RectangleTable\m891.obj,190,[0.49648644 0.18807365 0.29939522],[0.49648663 0.18807377 0.29939523],[1. 1. 1.],0.47282922,1.1461271788847311,[0.025    0.975    0.025    0.353995 0.025    0.575336],[0. 0. 0.],360,RectangleTable,Triangle
1894,../shapes\RectangleTable\m892.obj,174,[0.50110469 0.16797415 0.2939258 ],[0.50110465 0.16797398 0.29392582],[1. 1. 1.],0.25859153,1.1248630409029778,[0.025    0.975    0.025    0.315248 0.025    0.5528  ],[0. 0. 0.],288,RectangleTable,Triangle
1895,../shapes\RectangleTable\m893.obj,184,[0.50043768 0.29034052 0.2987756 ],[0.5004376  0.29034093 0.2987756 ],[1. 1. 1.],0.6145882,1.4121312889351938,[0.025    0.975    0.025    0.91561  0.025    0.571286],[0. 0. 0.],292,RectangleTable,Triangle
1896,../shapes\RectangleTable\m894.obj,80,[0.50270212 0.3050562  0.49986065],[0.5027022  0.30505618 0.49986067],[1. 1. 1.],0.49312037,1.40239908792584,[0.025    0.975    0.025    0.427148 0.025    0.975   ],[0. 0. 0.],100,RectangleTable,Triangle
1897,../shapes\RectangleTable\m895.obj,80,[0.50202651 0.2350424  0.32177136],[0.50202644 0.2350423  0.32177132],[1. 1. 1.],0.42947188,1.160177037670468,[0.025    0.975    0.025    0.326611 0.025    0.618752],[0. 0. 0.],100,RectangleTable,Triangle
1898,../shapes\RectangleTable\m896.obj,144,[0.44062882 0.6339953  0.44061043],[0.44062886 0.6339953  0.4406103 ],[1. 1. 1.],0.5826986,1.5114352806881155,[0.025    0.856245 0.025    0.975    0.025    0.856245],[0. 0. 0.],160,RectangleTable,Triangle
1899,../shapes\RectangleTable\m897.obj,128,[0.50000689 0.40072866 0.14375452],[0.50000685 0.4007288  0.14375447],[1. 1. 1.],0.5275166,1.144415281667043,[0.025    0.975    0.025    0.617266 0.025    0.262502],[0. 0. 0.],152,RectangleTable,Triangle
1900,../shapes\RectangleTable\m898.obj,288,[0.49999219 0.15359638 0.26233132],[0.4999923  0.15359628 0.2623313 ],[1. 1. 1.],0.4895099,1.1201834817312508,[0.025    0.975    0.025    0.380927 0.025    0.500002],[0. 0. 0.],348,RectangleTable,Triangle
1901,../shapes\RectangleTable\m901.obj,190,[0.49747791 0.3926369  0.38977514],[0.49747795 0.39263672 0.38977516],[1. 1. 1.],0.5462652,1.3977390851492821,[0.025    0.975    0.025    0.744646 0.025    0.755263],[0. 0. 0.],360,RectangleTable,Triangle
1902,../shapes\RectangleTable\m902.obj,198,[0.50046395 0.31591077 0.230585  ],[0.5004638  0.31591147 0.23058508],[1. 1. 1.],0.50136733,1.1825258630735693,[0.025    0.975    0.025    0.596181 0.025    0.436849],[0. 0. 0.],372,RectangleTable,Triangle
1903,../shapes\RectangleTable\m904.obj,128,[0.21548089 0.62767218 0.21546445],[0.21548095 0.6276723  0.21546435],[1. 1. 1.],0.447124,1.0921297542454425,[0.025    0.405951 0.025    0.975    0.025    0.405951],[0. 0. 0.],152,RectangleTable,Triangle
1904,../shapes\RectangleTable\m905.obj,48,[0.5        0.54346251 0.5       ],[0.5        0.54346234 0.5       ],[1. 1. 1.],0.7464883,1.5719217123051892,[0.025   0.975   0.025   0.84105 0.025   0.975  ],[0. 0. 0.],67,RectangleTable,Triangle
1905,../shapes\RectangleTable\m906.obj,178,[0.44449511 0.22845041 0.60234854],[0.44449517 0.22845048 0.6023486 ],[1. 1. 1.],0.31989267,1.2284261342081475,[0.025    0.732512 0.025    0.350511 0.025    0.975   ],[0. 0. 0.],312,RectangleTable,Triangle
1906,../shapes\RectangleTable\m907.obj,158,[0.24544053 0.49986725 0.25546632],[0.24544038 0.49986726 0.25546613],[1. 1. 1.],0.55184436,1.1325715150512488,[0.025    0.460914 0.025    0.975    0.025    0.461116],[0. 0. 0.],214,RectangleTable,Triangle
1907,../shapes\RectangleTable\m908.obj,288,[0.49999219 0.15359638 0.26233132],[0.4999923  0.15359628 0.2623313 ],[1. 1. 1.],0.4895099,1.1201834817312508,[0.025    0.975    0.025    0.380927 0.025    0.500002],[0. 0. 0.],348,RectangleTable,Triangle
1908,../shapes\RectangleTable\m910.obj,352,[0.50131281 0.51793705 0.43453979],[0.501313   0.51793617 0.43453988],[1. 1. 1.],0.26442572,1.3104527155958483,[0.025    0.975    0.025    0.546104 0.025    0.762046],[0. 0. 0.],1136,RectangleTable,Triangle
1909,../shapes\RectangleTable\m912.obj,36,[0.5        0.26777777 0.2625    ],[0.5000001  0.26777777 0.26249993],[1. 1. 1.],0.563438,1.1635076618889022,[0.025 0.975 0.025 0.5   0.025 0.5  ],[0. 0. 0.],60,RectangleTable,Triangle
1910,../shapes\RectangleTable\m913.obj,104,[0.35462111 0.59592122 0.50570215],[0.35462096 0.5959214  0.50570214],[1. 1. 1.],0.61748815,1.4518384691939654,[0.025    0.684242 0.025    0.902915 0.025    0.975   ],[0. 0. 0.],188,RectangleTable,Triangle
1911,../shapes\RectangleTable\m914.obj,576,[0.49787604 0.20539706 0.19935061],[0.49787602 0.20539695 0.19935073],[1. 1. 1.],0.40844402,1.0477555412181458,[0.025    0.975    0.025    0.288203 0.025    0.379987],[0. 0. 0.],956,RectangleTable,Triangle
1912,../shapes\RectangleTable\m915.obj,40,[0.5        0.38124999 0.2625    ],[0.5        0.38124982 0.2625    ],[1. 1. 1.],0.55110115,1.2256159352806653,[0.025    0.975    0.025    0.636563 0.025    0.5     ],[0. 0. 0.],60,RectangleTable,Triangle
1913,../shapes\RectangleTable\m917.obj,96,[0.50000009 0.22027783 0.34166679],[0.5000002  0.22027767 0.34166685],[1. 1. 1.],0.5352817,1.2033332084354935,[0.025    0.975    0.025    0.405    0.025    0.658333],[0. 0. 0.],172,RectangleTable,Triangle
1914,../shapes\RectangleTable\m919.obj,78,[0.43376379 0.72871983 0.45302601],[0.43376374 0.72871983 0.45302606],[1. 1. 1.],0.632008,1.5379217863628016,[0.025    0.855996 0.025    0.975    0.025    0.90372 ],[0. 0. 0.],124,RectangleTable,Triangle
1915,../shapes\RectangleTable\m920.obj,426,[0.50371677 0.4950753  0.5861514 ],[0.50371695 0.4950753  0.5861512 ],[1. 1. 1.],0.59017265,1.4932686425376367,[0.025    0.975    0.025    0.975    0.025    0.676806],[0. 0. 0.],736,RectangleTable,Triangle
1916,../shapes\Rocket\D00015.obj,88,[0.23450057 0.01504082 0.0037408 ],[0.2345005  0.01504082 0.00374079],[1. 1. 1.],0.66218734,1.6604482692711569,[-0.376261  1.17067  -0.194145  0.232521 -0.207637  0.219035],[0. 0. 0.],156,Rocket,Triangle
1917,../shapes\Rocket\D00343.obj,1053,[-0.18182615  0.01020012 -0.00597443],[-0.18182607  0.01020012 -0.00597443],[1. 1. 1.],0.4879221,1.6703958148629574,[-0.638802  0.938396 -0.192311  0.196906 -0.19809   0.190727],[0. 0. 0.],2008,Rocket,Triangle
1918,../shapes\Rocket\D00346.obj,1508,[ 0.17277278 -0.00953763 -0.00672063],[ 0.1727727  -0.00953763 -0.00672062],[1. 1. 1.],0.30000362,1.5225979855378684,[-1.01735   0.425072 -0.178134  0.167429 -0.176754  0.167208],[0. 0. 0.],2904,Rocket,Triangle
1919,../shapes\Rocket\D00354.obj,3242,[ 0.05716763  0.0149228  -0.00083283],[ 0.05716759  0.0149228  -0.00083282],[1. 1. 1.],0.54083014,2.111313718472736,[-0.956015  0.933647 -0.310124  0.402422 -0.305138  0.310574],[0. 0. 0.],6348,Rocket,Triangle
1920,../shapes\Rocket\D00426.obj,36,[-0.16117869 -0.03209078 -0.00727581],[-0.16117865 -0.03209078 -0.00727581],[1. 1. 1.],0.7758877,1.8390758333078594,[-1.02224   0.773607 -0.196216  0.13698  -0.113511  0.10123 ],[0. 0. 0.],56,Rocket,Triangle
1921,../shapes\Rocket\D00428.obj,1175,[-0.04832914  0.04122355 -0.02858906],[-0.0483291   0.04122354 -0.02858902],[1. 1. 1.],0.5086261,2.0047681887222,[-1.05469   0.894492 -0.115143  0.217718 -0.150943  0.179191],[0. 0. 0.],2048,Rocket,Triangle
1922,../shapes\Rocket\D00433.obj,170,[-0.10054851  0.01884814 -0.00955915],[-0.10054854  0.01884813 -0.00955914],[1. 1. 1.],0.5984385,1.7618922261313168,[-0.818707  0.793682 -0.233606  0.267361 -0.253759  0.249727],[0. 0. 0.],304,Rocket,Triangle
1923,../shapes\Rocket\D00437.obj,1810,[-0.04201594  0.05303919 -0.03837892],[-0.04201594  0.05303922 -0.03837893],[1. 1. 1.],0.52313083,1.970106526912709,[-1.0896    0.829451 -0.18998   0.147994 -0.207735  0.082673],[0. 0. 0.],3910,Rocket,Triangle
1924,../shapes\Rocket\D00472.obj,93,[ 0.29061061 -0.02357644 -0.00724337],[ 0.29061052 -0.02357645 -0.00724337],[1. 1. 1.],0.6596704,1.9192100343478713,[-0.940631  0.91002  -0.214642  0.156407 -0.175996  0.171539],[0. 0. 0.],108,Rocket,Triangle
1925,../shapes\Rocket\D00485.obj,2101,[0.37690467 0.0097268  0.00188767],[0.37690482 0.00972681 0.00188767],[1. 1. 1.],0.5418531,1.8723651877644005,[-0.81344   0.940178 -0.221463  0.242504 -0.22958   0.234435],[0. 0. 0.],4064,Rocket,Triangle
1926,../shapes\Rocket\D00528.obj,204,[-0.02471184  0.00010692  0.00370611],[-0.02471188  0.00010692  0.00370611],[1. 1. 1.],0.6246171,1.9874419377105634,[-1.04818   0.820302 -0.239429  0.243583 -0.238561  0.236202],[0. 0. 0.],392,Rocket,Triangle
1927,../shapes\Rocket\D00564.obj,73398,[ 0.01908933 -0.00245872 -0.05697224],[ 0.01908842 -0.00245937 -0.05697176],[1. 1. 1.],0.33300388,1.8675503179523223,[-1.19684   0.594097 -0.138064  0.245138 -0.188417  0.176884],[0. 0. 0.],24466,Rocket,Triangle
1928,../shapes\Rocket\D00585.obj,1014,[-0.29669726  0.04642659  0.00258178],[-0.2966974   0.04642663  0.00258178],[1. 1. 1.],0.4966367,2.115324911938236,[-1.01609   0.786223 -0.310088  0.472136 -0.387358  0.396474],[0. 0. 0.],1728,Rocket,Triangle
1929,../shapes\Rocket\D00614.obj,161,[0.14824842 0.05321574 0.00154109],[0.14824842 0.05321576 0.00154109],[1. 1. 1.],0.38004923,1.8322012193226251,[-0.931042  0.849059 -0.089971  0.219059 -0.157139  0.147331],[0. 0. 0.],224,Rocket,Triangle
1930,../shapes\Rocket\D00697.obj,217,[ 0.08112643 -0.01724393 -0.01031276],[ 0.08112648 -0.01724393 -0.01031276],[1. 1. 1.],0.50832933,1.7630129420786704,[-0.671248  0.941028 -0.282161  0.223494 -0.267608  0.235476],[0. 0. 0.],430,Rocket,Triangle
1931,../shapes\Rocket\D00719.obj,7915,[-0.21595973 -0.01403249 -0.00685951],[-0.2159593  -0.01403252 -0.00685952],[1. 1. 1.],0.34881487,1.7520677470179007,[-0.699287  0.990757 -0.177962  0.15734  -0.162172  0.155736],[0. 0. 0.],12970,Rocket,Triangle
1932,../shapes\Rocket\D00764.obj,250,[-0.21689048  0.02433492 -0.00098615],[-0.2168905   0.02433493 -0.00098615],[1. 1. 1.],0.40254083,1.5928465179911917,[-0.547953  0.99425  -0.114158  0.167714 -0.141261  0.140374],[0. 0. 0.],400,Rocket,Triangle
1933,../shapes\Rocket\D00851.obj,1175,[-0.0538131   0.04182746  0.03668743],[-0.05381308  0.04182747  0.03668742],[1. 1. 1.],0.50862414,2.005272463709705,[-1.06053   0.888826 -0.111481  0.221993 -0.173601  0.157947],[0. 0. 0.],2048,Rocket,Triangle
1934,../shapes\Rocket\D00942.obj,186,[ 0.13366722 -0.0055997  -0.00593106],[ 0.13366719 -0.0055997  -0.00593106],[1. 1. 1.],0.5065447,1.576213431816606,[-0.590479  0.906935 -0.192285  0.156672 -0.186346  0.160683],[0. 0. 0.],368,Rocket,Triangle
1935,../shapes\Rocket\D00975.obj,46038,[ 0.06054726 -0.01458094  0.05886368],[ 0.06054816 -0.0145809   0.05886335],[1. 1. 1.],0.5016653,2.029912552683765,[-0.961595  0.969337 -0.139452  0.28388  -0.196421  0.264921],[0. 0. 0.],15346,Rocket,Triangle
1936,../shapes\RoundTable\D00083.obj,1072,[-0.00111316  0.13360433 -0.02286478],[-0.00111317  0.13360435 -0.02286477],[1. 1. 1.],0.5207907,2.7548726640334946,[-0.582531  0.961607 -0.776936  0.833361 -0.780501  0.835638],[0. 0. 0.],2040,RoundTable,Triangle
1937,../shapes\RoundTable\D00094.obj,12414,[-0.17822058  0.12147806  0.00337244],[-0.17822061  0.12147788  0.00337243],[1. 1. 1.],0.5690558,2.2194779989633835,[-0.735284  0.417311 -0.548883  0.845824 -0.656372  0.629085],[0. 0. 0.],24720,RoundTable,Triangle
1938,../shapes\RoundTable\D00107.obj,356,[0.29454658 0.08045785 0.03090945],[0.29454663 0.08045785 0.03090942],[1. 1. 1.],0.67135507,2.172923658449542,[-0.276639  0.861997 -0.57097   0.727171 -0.631016  0.68805 ],[0. 0. 0.],904,RoundTable,Triangle
1939,../shapes\RoundTable\D00194.obj,371,[ 0.27737918 -0.18246291 -0.06964973],[ 0.2773792  -0.18246292 -0.06964972],[1. 1. 1.],0.5663628,2.6951696931394573,[-0.674582  0.995364 -0.7644    0.597173 -0.747263  0.871792],[0. 0. 0.],604,RoundTable,Triangle
1940,../shapes\RoundTable\D00344.obj,136,[-0.15381857  0.00516188 -0.01499099],[-0.15381852  0.00516189 -0.01499099],[1. 1. 1.],0.75067675,2.6079610256557166,[-1.0026    0.709074 -0.851553  0.865424 -0.194635  0.766418],[0. 0. 0.],236,RoundTable,Triangle
1941,../shapes\RoundTable\D00401.obj,355,[-0.2360515  -0.0616164  -0.09799433],[-0.23605153 -0.06161642 -0.09799435],[1. 1. 1.],0.917909,2.9812951419391585,[-1.09992   0.737442 -1.02134   0.836857 -0.994037  0.440998],[0. 0. 0.],551,RoundTable,Triangle
1942,../shapes\RoundTable\D00407.obj,215,[ 0.17854366  0.04073786 -0.18367892],[ 0.17854366  0.04073787 -0.18367894],[1. 1. 1.],0.6370895,2.899819733774815,[-0.815619  1.17116  -0.958069  1.02851  -0.579912  0.13784 ],[0. 0. 0.],408,RoundTable,Triangle
1943,../shapes\RoundTable\D00492.obj,13002,[ 0.11790865 -0.08084577 -0.12945389],[ 0.11790881 -0.08084577 -0.12945385],[1. 1. 1.],0.7251652,2.5350422249759044,[-0.829677  1.05402  -0.804656  0.656763 -0.654551  0.207063],[0. 0. 0.],25984,RoundTable,Triangle
1944,../shapes\RoundTable\D00501.obj,744,[ 0.08309825 -0.01474961 -0.06421025],[ 0.08309831 -0.0147496  -0.06421024],[1. 1. 1.],0.7694225,2.437029243882848,[-0.724973  0.919174 -0.822372  0.803819 -0.185433  0.583589],[0. 0. 0.],1468,RoundTable,Triangle
1945,../shapes\RoundTable\D00503.obj,1706,[ 0.2849556  -0.08909378 -0.01934794],[ 0.28495553 -0.08909379 -0.01934794],[1. 1. 1.],0.49624228,1.7095188615318588,[-0.600342  0.628093 -0.451238  0.397175 -0.391328  0.441497],[0. 0. 0.],3316,RoundTable,Triangle
1946,../shapes\RoundTable\D00524.obj,1141,[-0.12988809 -0.00167066 -0.02804378],[-0.12988803 -0.00167066 -0.02804374],[1. 1. 1.],0.5874441,2.2042223809821935,[-0.759903  0.539377 -0.631271  0.606155 -0.482521  0.797809],[0. 0. 0.],2262,RoundTable,Triangle
1947,../shapes\RoundTable\D00581.obj,4126,[ 0.18422554 -0.03510013 -0.21391496],[ 0.18422607 -0.03510018 -0.21391504],[1. 1. 1.],0.3963324,2.9735061260627793,[-0.748806  1.19973  -0.952234  0.993392 -0.71742   0.404848],[0. 0. 0.],1526,RoundTable,Triangle
1948,../shapes\RoundTable\D00646.obj,1921,[0.19976643 0.00216736 0.06550998],[0.19976619 0.00216739 0.06551   ],[1. 1. 1.],0.72492874,2.550835667789375,[-0.653058  0.995817 -0.825887  0.820856 -0.345202  0.692204],[0. 0. 0.],3600,RoundTable,Triangle
1949,../shapes\RoundTable\D00649.obj,2136,[-0.03018652  0.00070123  0.04039636],[-0.03018632  0.00070122  0.04039631],[1. 1. 1.],0.6267369,2.7198066443064075,[-0.921891  0.858846 -0.890336  0.891407 -0.908957  0.116575],[0. 0. 0.],4256,RoundTable,Triangle
1950,../shapes\RoundTable\D00702.obj,6647,[-0.10180701  0.07645487  0.25463091],[-0.10180677  0.07645489  0.2546309 ],[1. 1. 1.],0.54163915,2.4261373010058134,[-0.843261  0.598222 -0.728474  0.819497 -0.351743  0.836556],[0. 0. 0.],13237,RoundTable,Triangle
1951,../shapes\RoundTable\D00756.obj,837,[-3.63240440e-01  9.47968890e-02 -3.89867762e-05],[-3.6324099e-01  9.4796859e-02 -3.8986494e-05],[1. 1. 1.],0.5773967,1.6882867366919736,[-0.852804  0.421667 -0.269645  0.513636 -0.384058  0.39857 ],[0. 0. 0.],1652,RoundTable,Triangle
1952,../shapes\RoundTable\D00827.obj,1732,[ 0.20992315  0.20308112 -0.03961143],[ 0.20992325  0.20308116 -0.03961145],[1. 1. 1.],0.55538934,3.074344183264494,[-0.671223  1.04606  -0.594336  1.24015  -0.926859  0.844353],[0. 0. 0.],3436,RoundTable,Triangle
1953,../shapes\RoundTable\D00866.obj,288,[-0.15932093 -0.20704622 -0.04952851],[-0.15932092 -0.20704633 -0.04952851],[1. 1. 1.],0.6779624,2.205039341988743,[-0.735421  0.587976 -0.822968  0.516124 -0.5827    0.56519 ],[0. 0. 0.],636,RoundTable,Triangle
1954,../shapes\RoundTable\D00909.obj,1238,[ 0.11253078  0.01806414 -0.09527291],[ 0.11253069  0.01806414 -0.09527287],[1. 1. 1.],0.3827876,2.4293535433250915,[-0.747098  0.765997 -0.735746  0.627858 -0.557324  0.766642],[0. 0. 0.],2330,RoundTable,Triangle
1955,../shapes\RoundTable\D00948.obj,1740,[ 0.1297498   0.03529016 -0.00776037],[ 0.12974986  0.03529012 -0.00776035],[1. 1. 1.],0.40404937,1.7086304800259955,[-0.373726  0.779868 -0.445699  0.444198 -0.446052  0.446541],[0. 0. 0.],3464,RoundTable,Triangle
1956,../shapes\RoundTable\m921.obj,1921,[0.50000045 0.31516227 0.49999956],[0.5000004  0.31516343 0.4999999 ],[1. 1. 1.],0.4181248,1.4148679233744506,[0.025    0.975    0.025    0.468679 0.025    0.975   ],[0. 0. 0.],3600,RoundTable,Triangle
1957,../shapes\RoundTable\m922.obj,54,[0.5        0.35925925 0.476752  ],[0.49999997 0.35925916 0.47675204],[1. 1. 1.],0.43862537,1.406967479878386,[0.025    0.975    0.025    0.535625 0.025    0.928504],[0. 0. 0.],88,RoundTable,Triangle
1958,../shapes\RoundTable\m923.obj,201,[0.50083715 0.4684934  0.49991004],[0.50083715 0.4684938  0.49991003],[1. 1. 1.],0.43348056,1.4335700250576477,[0.025    0.97442  0.025    0.526223 0.025    0.975   ],[0. 0. 0.],366,RoundTable,Triangle
1959,../shapes\RoundTable\m924.obj,215,[0.505205   0.20501447 0.4958111 ],[0.505205   0.20501475 0.4958109 ],[1. 1. 1.],0.30293962,1.3791026276812266,[0.025    0.975    0.025    0.336326 0.025    0.975   ],[0. 0. 0.],408,RoundTable,Triangle
1960,../shapes\RoundTable\m925.obj,216,[0.50583132 0.35670574 0.49665694],[0.5058314 0.3567061 0.4966564],[1. 1. 1.],0.34689763,1.4492466007492686,[0.025    0.974907 0.025    0.568592 0.025    0.975   ],[0. 0. 0.],408,RoundTable,Triangle
1961,../shapes\RoundTable\m926.obj,218,[0.50621516 0.50045103 0.49823152],[0.5062157  0.500451   0.49823153],[1. 1. 1.],0.4087097,1.5468301255235237,[0.025    0.975    0.025    0.791605 0.025    0.975   ],[0. 0. 0.],408,RoundTable,Triangle
1962,../shapes\RoundTable\m927.obj,201,[0.50098515 0.30702442 0.49990244],[0.5009852  0.30702436 0.49990234],[1. 1. 1.],0.44042653,1.38296219177166,[0.025    0.974424 0.025    0.354664 0.025    0.975   ],[0. 0. 0.],366,RoundTable,Triangle
1963,../shapes\RoundTable\m928.obj,463,[0.50000523 0.36357179 0.49520554],[0.5000054  0.36357206 0.49520573],[1. 1. 1.],0.4563176,1.553349567092971,[0.025    0.975    0.025    0.804676 0.025    0.975   ],[0. 0. 0.],752,RoundTable,Triangle
1964,../shapes\RoundTable\m929.obj,444,[0.50000208 0.24483747 0.50000269],[0.5000021  0.24483755 0.5000026 ],[1. 1. 1.],0.3197984,1.4470537349009096,[0.025    0.975    0.025    0.562554 0.025    0.975   ],[0. 0. 0.],752,RoundTable,Triangle
1965,../shapes\RoundTable\m930.obj,501,[0.33102521 0.56575259 0.33147442],[0.3310253  0.5657535  0.33147442],[1. 1. 1.],0.3409988,1.2890351764708967,[0.025    0.641081 0.025    0.975    0.025    0.641081],[0. 0. 0.],978,RoundTable,Triangle
1966,../shapes\RoundTable\m931.obj,54,[0.41810348 0.65752448 0.39886356],[0.4181034  0.6575245  0.39886373],[1. 1. 1.],0.539641,1.4421224949422011,[0.025    0.811207 0.025    0.975    0.025    0.772727],[0. 0. 0.],88,RoundTable,Triangle
1967,../shapes\RoundTable\m932.obj,10889,[0.49729823 0.31807773 0.49890293],[0.49730027 0.31807846 0.4989024 ],[1. 1. 1.],0.3495435,1.469446016822757,[0.025    0.975    0.025    0.620207 0.025    0.975   ],[0. 0. 0.],20594,RoundTable,Triangle
1968,../shapes\RoundTable\m933.obj,55,[0.5        0.33482954 0.476752  ],[0.5        0.3348295  0.47675192],[1. 1. 1.],0.3715053,1.4157599539844776,[0.025    0.975    0.025    0.559375 0.025    0.928504],[0. 0. 0.],100,RoundTable,Triangle
1969,../shapes\RoundTable\m934.obj,148,[0.42070881 0.64571098 0.49953209],[0.4207088  0.6457102  0.49953213],[1. 1. 1.],0.44393456,1.5585054031003298,[0.025    0.975    0.025    0.814898 0.025    0.975   ],[0. 0. 0.],276,RoundTable,Triangle
1970,../shapes\RoundTable\m935.obj,128,[0.45066841 0.49140991 0.45060406],[0.45066825 0.49141005 0.4506039 ],[1. 1. 1.],0.37981126,1.5334811211805917,[0.025    0.876203 0.025    0.975    0.025    0.876186],[0. 0. 0.],241,RoundTable,Triangle
1971,../shapes\RoundTable\m937.obj,72,[0.5        0.44331289 0.5       ],[0.5        0.44331303 0.5       ],[1. 1. 1.],0.42209077,1.533283141662474,[0.025    0.975    0.025    0.763889 0.025    0.975   ],[0. 0. 0.],140,RoundTable,Triangle
